case_id,min,max,duration
.Models.MUs.product3:462,2020-01-01 02:42:41.788400,2020-01-01 02:47:52.457800,0 days 00:05:10.669400
.Models.MUs.product3:463,2020-01-01 02:43:30.086100,2020-01-01 02:47:36.488000,0 days 00:04:06.401900
.Models.MUs.product3:464,2020-01-01 02:43:36.675300,2020-01-01 02:48:23.068300,0 days 00:04:46.393000
.Models.MUs.product3:465,2020-01-01 02:43:37.704600,2020-01-01 02:49:38.068300,0 days 00:06:00.363700
.Models.MUs.product3:466,2020-01-01 02:44:24.915200,2020-01-01 02:47:58.476300,0 days 00:03:33.561100
.Models.MUs.product3:467,2020-01-01 02:44:25.211400,2020-01-01 02:49:21.974600,0 days 00:04:56.763200
.Models.MUs.product3:468,2020-01-01 02:44:26.116900,2020-01-01 02:48:47.174900,0 days 00:04:21.058000
.Models.MUs.product3:469,2020-01-01 02:44:48.767500,2020-01-01 02:49:12.001700,0 days 00:04:23.234200
.Models.MUs.product3:470,2020-01-01 02:45:09.706100,2020-01-01 02:50:53.068300,0 days 00:05:43.362200
.Models.MUs.product3:471,2020-01-01 02:45:44.729200,2020-01-01 02:50:53.068300,0 days 00:05:08.339100
.Models.MUs.product3:472,2020-01-01 02:46:32.690400,2020-01-01 02:50:12.880300,0 days 00:03:40.189900
.Models.MUs.product3:473,2020-01-01 02:46:39.594000,2020-01-01 02:51:37.457800,0 days 00:04:57.863800
.Models.MUs.product3:474,2020-01-01 02:46:48.340500,2020-01-01 02:52:02.901300,0 days 00:05:14.560800
.Models.MUs.product3:475,2020-01-01 02:46:49.697300,2020-01-01 02:52:40.761800,0 days 00:05:51.064500
.Models.MUs.product3:476,2020-01-01 02:47:33.279500,2020-01-01 02:52:02.695900,0 days 00:04:29.416400
.Models.MUs.product3:477,2020-01-01 02:47:59.142800,2020-01-01 02:51:53.997900,0 days 00:03:54.855100
.Models.MUs.product3:478,2020-01-01 02:48:12.745400,2020-01-01 02:53:20.761800,0 days 00:05:08.016400
.Models.MUs.product3:479,2020-01-01 02:48:15.776400,2020-01-01 02:53:13.011400,0 days 00:04:57.235000
.Models.MUs.product3:480,2020-01-01 02:48:17.609600,2020-01-01 02:53:48.297000,0 days 00:05:30.687400
.Models.MUs.product3:481,2020-01-01 02:49:00.128700,2020-01-01 02:53:34.021000,0 days 00:04:33.892300
.Models.MUs.product3:482,2020-01-01 02:49:05.667800,2020-01-01 02:54:00.761800,0 days 00:04:55.094000
.Models.MUs.product3:483,2020-01-01 02:49:21.158700,2020-01-01 02:53:55.879400,0 days 00:04:34.720700
.Models.MUs.product3:484,2020-01-01 02:49:39.671000,2020-01-01 02:56:37.457800,0 days 00:06:57.786800
.Models.MUs.product3:485,2020-01-01 02:49:44.868000,2020-01-01 02:54:40.761800,0 days 00:04:55.893800
.Models.MUs.product3:486,2020-01-01 02:50:03.044300,2020-01-01 02:54:36.794900,0 days 00:04:33.750600
.Models.MUs.product3:487,2020-01-01 02:50:04.809900,2020-01-01 02:55:16.794900,0 days 00:05:11.985000
.Models.MUs.product3:488,2020-01-01 02:50:30.701200,2020-01-01 02:54:59.230200,0 days 00:04:28.529000
.Models.MUs.product3:489,2020-01-01 02:50:43.208100,2020-01-01 02:54:44.847900,0 days 00:04:01.639800
.Models.MUs.product3:490,2020-01-01 02:50:45.078700,2020-01-01 02:56:37.457800,0 days 00:05:52.379100
.Models.MUs.product3:491,2020-01-01 02:51:21.120400,2020-01-01 02:55:15.896900,0 days 00:03:54.776500
.Models.MUs.product3:492,2020-01-01 02:52:03.513100,2020-01-01 02:56:11.972100,0 days 00:04:08.459000
.Models.MUs.product3:493,2020-01-01 02:52:04.864200,2020-01-01 02:56:49.981900,0 days 00:04:45.117700
.Models.MUs.product3:494,2020-01-01 02:52:05.554600,2020-01-01 02:56:49.981900,0 days 00:04:44.427300
.Models.MUs.product3:495,2020-01-01 02:52:24.814600,2020-01-01 02:56:19.792000,0 days 00:03:54.977400
.Models.MUs.product3:496,2020-01-01 02:52:46.496600,2020-01-01 02:57:53.769700,0 days 00:05:07.273100
.Models.MUs.product3:497,2020-01-01 02:53:15.394900,2020-01-01 02:57:47.509000,0 days 00:04:32.114100
.Models.MUs.product3:498,2020-01-01 02:54:59.778900,2020-01-01 02:59:47.425700,0 days 00:04:47.646800
.Models.MUs.product3:499,2020-01-01 02:55:04.682000,2020-01-01 02:59:05.433100,0 days 00:04:00.751100
.Models.MUs.product3:500,2020-01-01 02:55:07.193000,2020-01-01 03:00:23.886500,0 days 00:05:16.693500
.Models.MUs.product3:501,2020-01-01 02:55:40.227300,2020-01-01 03:02:01.740200,0 days 00:06:21.512900
.Models.MUs.product3:502,2020-01-01 02:56:16.367400,2020-01-01 03:00:44.801100,0 days 00:04:28.433700
.Models.MUs.product3:503,2020-01-01 02:56:51.238400,2020-01-01 03:01:22.881800,0 days 00:04:31.643400
.Models.MUs.product3:504,2020-01-01 02:56:56.800000,2020-01-01 03:02:07.343400,0 days 00:05:10.543400
.Models.MUs.product3:505,2020-01-01 02:57:09.871200,2020-01-01 03:01:52.233000,0 days 00:04:42.361800
.Models.MUs.product3:506,2020-01-01 02:57:11.777700,2020-01-01 03:01:27.343400,0 days 00:04:15.565700
.Models.MUs.product3:507,2020-01-01 02:57:14.918500,2020-01-01 03:02:52.457800,0 days 00:05:37.539300
.Models.MUs.product3:508,2020-01-01 02:57:20.603300,2020-01-01 03:01:37.457800,0 days 00:04:16.854500
.Models.MUs.product3:509,2020-01-01 02:57:24.513800,2020-01-01 03:01:05.054900,0 days 00:03:40.541100
.Models.MUs.product3:510,2020-01-01 02:58:15.877100,2020-01-01 03:03:16.740200,0 days 00:05:00.863100
.Models.MUs.product3:511,2020-01-01 02:58:19.837900,2020-01-01 03:04:31.740200,0 days 00:06:11.902300
.Models.MUs.product3:512,2020-01-01 02:58:32.871500,2020-01-01 03:02:39.549600,0 days 00:04:06.678100
.Models.MUs.product3:513,2020-01-01 02:58:34.371500,2020-01-01 03:02:44.346500,0 days 00:04:09.975000
.Models.MUs.product3:514,2020-01-01 02:59:10.684400,2020-01-01 03:03:24.308200,0 days 00:04:13.623800
.Models.MUs.product3:515,2020-01-01 02:59:25.850100,2020-01-01 03:04:43.718100,0 days 00:05:17.868000
.Models.MUs.product3:516,2020-01-01 02:59:57.951800,2020-01-01 03:05:22.457800,0 days 00:05:24.506000
.Models.MUs.product3:517,2020-01-01 02:59:59.478200,2020-01-01 03:05:46.740200,0 days 00:05:47.262000
.Models.MUs.product3:518,2020-01-01 03:00:18.078200,2020-01-01 03:07:01.740200,0 days 00:06:43.662000
.Models.MUs.product3:519,2020-01-01 03:00:18.181100,2020-01-01 03:05:46.740200,0 days 00:05:28.559100
.Models.MUs.product3:520,2020-01-01 03:00:31.412200,2020-01-01 03:05:46.740200,0 days 00:05:15.328000
.Models.MUs.product3:521,2020-01-01 03:01:01.482100,2020-01-01 03:05:26.481500,0 days 00:04:24.999400
.Models.MUs.product3:522,2020-01-01 03:01:13.199400,2020-01-01 03:07:01.740200,0 days 00:05:48.540800
.Models.MUs.product3:523,2020-01-01 03:01:38.408800,2020-01-01 03:07:01.740200,0 days 00:05:23.331400
.Models.MUs.product3:524,2020-01-01 03:02:45.125700,2020-01-01 03:07:56.838700,0 days 00:05:11.713000
.Models.MUs.product3:525,2020-01-01 03:02:46.873800,2020-01-01 03:08:16.740200,0 days 00:05:29.866400
.Models.MUs.product3:526,2020-01-01 03:02:50.260800,2020-01-01 03:07:36.300600,0 days 00:04:46.039800
.Models.MUs.product3:527,2020-01-01 03:03:19.570100,2020-01-01 03:07:41.102400,0 days 00:04:21.532300
.Models.MUs.product3:528,2020-01-01 03:03:21.220200,2020-01-01 03:08:16.740200,0 days 00:04:55.520000
.Models.MUs.product3:529,2020-01-01 03:03:38.707900,2020-01-01 03:09:31.740200,0 days 00:05:53.032300
.Models.MUs.product3:530,2020-01-01 03:03:43.703200,2020-01-01 03:08:16.740200,0 days 00:04:33.037000
.Models.MUs.product3:531,2020-01-01 03:04:03.411900,2020-01-01 03:08:34.834600,0 days 00:04:31.422700
.Models.MUs.product3:532,2020-01-01 03:04:04.546900,2020-01-01 03:08:23.853500,0 days 00:04:19.306600
.Models.MUs.product3:533,2020-01-01 03:04:05.320100,2020-01-01 03:08:51.501200,0 days 00:04:46.181100
.Models.MUs.product3:534,2020-01-01 03:04:20.202700,2020-01-01 03:10:46.740200,0 days 00:06:26.537500
.Models.MUs.product3:535,2020-01-01 03:04:53.167500,2020-01-01 03:10:27.874000,0 days 00:05:34.706500
.Models.MUs.product3:536,2020-01-01 03:05:12.464300,2020-01-01 03:09:38.962300,0 days 00:04:26.498000
.Models.MUs.product3:537,2020-01-01 03:05:17.514800,2020-01-01 03:10:16.686400,0 days 00:04:59.171600
.Models.MUs.product3:538,2020-01-01 03:05:20.395700,2020-01-01 03:10:15.747200,0 days 00:04:55.351500
.Models.MUs.product3:539,2020-01-01 03:08:08.720700,2020-01-01 03:12:49.836400,0 days 00:04:41.115700
.Models.MUs.product3:540,2020-01-01 03:08:25.452400,2020-01-01 03:14:31.740200,0 days 00:06:06.287800
.Models.MUs.product3:541,2020-01-01 03:08:31.149000,2020-01-01 03:13:06.503000,0 days 00:04:35.354000
.Models.MUs.product3:542,2020-01-01 03:08:43.833900,2020-01-01 03:13:44.467000,0 days 00:05:00.633100
.Models.MUs.product3:543,2020-01-01 03:08:57.650900,2020-01-01 03:13:26.172000,0 days 00:04:28.521100
.Models.MUs.product3:544,2020-01-01 03:09:03.496700,2020-01-01 03:13:17.006000,0 days 00:04:13.509300
.Models.MUs.product3:545,2020-01-01 03:09:23.917000,2020-01-01 03:14:12.976400,0 days 00:04:49.059400
.Models.MUs.product3:546,2020-01-01 03:10:01.128900,2020-01-01 03:15:32.763300,0 days 00:05:31.634400
.Models.MUs.product3:547,2020-01-01 03:10:20.367900,2020-01-01 03:15:32.763300,0 days 00:05:12.395400
.Models.MUs.product3:548,2020-01-01 03:10:21.095600,2020-01-01 03:14:56.278800,0 days 00:04:35.183200
.Models.MUs.product3:549,2020-01-01 03:10:32.272700,2020-01-01 03:15:32.763300,0 days 00:05:00.490600
.Models.MUs.product3:550,2020-01-01 03:10:32.800800,2020-01-01 03:14:16.622600,0 days 00:03:43.821800
.Models.MUs.product3:551,2020-01-01 03:11:10.791600,2020-01-01 03:16:47.763300,0 days 00:05:36.971700
.Models.MUs.product3:552,2020-01-01 03:11:17.084700,2020-01-01 03:15:19.369000,0 days 00:04:02.284300
.Models.MUs.product3:553,2020-01-01 03:11:17.930600,2020-01-01 03:15:52.702300,0 days 00:04:34.771700
.Models.MUs.product3:554,2020-01-01 03:11:22.243500,2020-01-01 03:16:47.763300,0 days 00:05:25.519800
.Models.MUs.product3:555,2020-01-01 03:11:34.912200,2020-01-01 03:16:47.763300,0 days 00:05:12.851100
.Models.MUs.product3:556,2020-01-01 03:12:31.909800,2020-01-01 03:17:00.700600,0 days 00:04:28.790800
.Models.MUs.product3:557,2020-01-01 03:12:35.847600,2020-01-01 03:16:49.210700,0 days 00:04:13.363100
.Models.MUs.product3:558,2020-01-01 03:12:42.319500,2020-01-01 03:16:48.268900,0 days 00:04:05.949400
.Models.MUs.product3:559,2020-01-01 03:13:07.500500,2020-01-01 03:18:06.164400,0 days 00:04:58.663900
.Models.MUs.product3:560,2020-01-01 03:13:08.716700,2020-01-01 03:17:49.497700,0 days 00:04:40.781000
.Models.MUs.product3:561,2020-01-01 03:13:17.543300,2020-01-01 03:18:11.520700,0 days 00:04:53.977400
.Models.MUs.product3:562,2020-01-01 03:13:18.879300,2020-01-01 03:18:23.543300,0 days 00:05:04.664000
.Models.MUs.product3:563,2020-01-01 03:13:25.654900,2020-01-01 03:18:24.959300,0 days 00:04:59.304400
.Models.MUs.product3:564,2020-01-01 03:13:35.838100,2020-01-01 03:18:11.798900,0 days 00:04:35.960800
.Models.MUs.product3:565,2020-01-01 03:13:38.644000,2020-01-01 03:17:37.574200,0 days 00:03:58.930200
.Models.MUs.product3:566,2020-01-01 03:13:43.690500,2020-01-01 03:17:55.132200,0 days 00:04:11.441700
.Models.MUs.product3:567,2020-01-01 03:14:14.643300,2020-01-01 03:18:51.520700,0 days 00:04:36.877400
.Models.MUs.product3:568,2020-01-01 03:14:36.546500,2020-01-01 03:18:27.995100,0 days 00:03:51.448600
.Models.MUs.product3:569,2020-01-01 03:14:40.682000,2020-01-01 03:19:17.763300,0 days 00:04:37.081300
.Models.MUs.product3:570,2020-01-01 03:14:52.640100,2020-01-01 03:19:43.355000,0 days 00:04:50.714900
.Models.MUs.product3:571,2020-01-01 03:15:03.366600,2020-01-01 03:19:40.199700,0 days 00:04:36.833100
.Models.MUs.product3:572,2020-01-01 03:15:09.176700,2020-01-01 03:20:54.959300,0 days 00:05:45.782600
.Models.MUs.product3:573,2020-01-01 03:15:31.103500,2020-01-01 03:20:54.959300,0 days 00:05:23.855800
.Models.MUs.product3:574,2020-01-01 03:15:39.031200,2020-01-01 03:19:36.171700,0 days 00:03:57.140500
.Models.MUs.product3:575,2020-01-01 03:15:58.018100,2020-01-01 03:20:51.946000,0 days 00:04:53.927900
.Models.MUs.product3:576,2020-01-01 03:16:31.890300,2020-01-01 03:20:28.224100,0 days 00:03:56.333800
.Models.MUs.product3:577,2020-01-01 03:16:44.811400,2020-01-01 03:21:47.581100,0 days 00:05:02.769700
.Models.MUs.product3:578,2020-01-01 03:16:59.945700,2020-01-01 03:20:35.627600,0 days 00:03:35.681900
.Models.MUs.product3:579,2020-01-01 03:18:11.019900,2020-01-01 03:23:02.763300,0 days 00:04:51.743400
.Models.MUs.product3:580,2020-01-01 03:18:29.471300,2020-01-01 03:22:10.467900,0 days 00:03:40.996600
.Models.MUs.product3:581,2020-01-01 03:18:35.573400,2020-01-01 03:23:26.646000,0 days 00:04:51.072600
.Models.MUs.product3:582,2020-01-01 03:19:06.408700,2020-01-01 03:24:10.541300,0 days 00:05:04.132600
.Models.MUs.product3:583,2020-01-01 03:19:13.344400,2020-01-01 03:23:08.660200,0 days 00:03:55.315800
.Models.MUs.product3:584,2020-01-01 03:19:34.451000,2020-01-01 03:24:38.772800,0 days 00:05:04.321800
.Models.MUs.product3:585,2020-01-01 03:19:57.212600,2020-01-01 03:24:04.051100,0 days 00:04:06.838500
.Models.MUs.product3:586,2020-01-01 03:20:15.163400,2020-01-01 03:25:19.058700,0 days 00:05:03.895300
.Models.MUs.product3:587,2020-01-01 03:20:29.350500,2020-01-01 03:25:54.959300,0 days 00:05:25.608800
.Models.MUs.product3:588,2020-01-01 03:20:35.469500,2020-01-01 03:25:30.541300,0 days 00:04:55.071800
.Models.MUs.product3:589,2020-01-01 03:20:39.281800,2020-01-01 03:25:54.959300,0 days 00:05:15.677500
.Models.MUs.product3:590,2020-01-01 03:21:03.060500,2020-01-01 03:25:55.601700,0 days 00:04:52.541200
.Models.MUs.product3:591,2020-01-01 03:21:06.108600,2020-01-01 03:26:47.763300,0 days 00:05:41.654700
.Models.MUs.product3:592,2020-01-01 03:21:26.430200,2020-01-01 03:25:35.725300,0 days 00:04:09.295100
.Models.MUs.product3:593,2020-01-01 03:21:47.244700,2020-01-01 03:26:07.324300,0 days 00:04:20.079600
.Models.MUs.product3:594,2020-01-01 03:21:49.613700,2020-01-01 03:26:51.285600,0 days 00:05:01.671900
.Models.MUs.product3:595,2020-01-01 03:22:16.524900,2020-01-01 03:28:02.763300,0 days 00:05:46.238400
.Models.MUs.product3:596,2020-01-01 03:22:20.036600,2020-01-01 03:26:47.763300,0 days 00:04:27.726700
.Models.MUs.product3:597,2020-01-01 03:22:31.584300,2020-01-01 03:27:50.474900,0 days 00:05:18.890600
.Models.MUs.product3:598,2020-01-01 03:22:36.248400,2020-01-01 03:26:46.771300,0 days 00:04:10.522900
.Models.MUs.product3:599,2020-01-01 03:22:47.815500,2020-01-01 03:27:15.843400,0 days 00:04:28.027900
.Models.MUs.product3:600,2020-01-01 03:23:17.966700,2020-01-01 03:28:40.739700,0 days 00:05:22.773000
.Models.MUs.product3:601,2020-01-01 03:23:36.708900,2020-01-01 03:27:14.066000,0 days 00:03:37.357100
.Models.MUs.product3:602,2020-01-01 03:23:53.639000,2020-01-01 03:29:17.763300,0 days 00:05:24.124300
.Models.MUs.product3:603,2020-01-01 03:23:53.992800,2020-01-01 03:29:12.476200,0 days 00:05:18.483400
.Models.MUs.product3:604,2020-01-01 03:25:02.255100,2020-01-01 03:29:35.565400,0 days 00:04:33.310300
.Models.MUs.product3:605,2020-01-01 03:25:30.087500,2020-01-01 03:29:33.024700,0 days 00:04:02.937200
.Models.MUs.product3:606,2020-01-01 03:25:52.078200,2020-01-01 03:31:05.994200,0 days 00:05:13.916000
.Models.MUs.product3:607,2020-01-01 03:26:43.320600,2020-01-01 03:31:47.763300,0 days 00:05:04.442700
.Models.MUs.product3:608,2020-01-01 03:26:51.990500,2020-01-01 03:31:45.899900,0 days 00:04:53.909400
.Models.MUs.product3:609,2020-01-01 03:27:37.066300,2020-01-01 03:32:28.878100,0 days 00:04:51.811800
.Models.MUs.product3:610,2020-01-01 03:28:18.666900,2020-01-01 03:33:35.994200,0 days 00:05:17.327300
.Models.MUs.product3:611,2020-01-01 03:28:22.408500,2020-01-01 03:33:04.662100,0 days 00:04:42.253600
.Models.MUs.product3:612,2020-01-01 03:28:28.971700,2020-01-01 03:32:41.356200,0 days 00:04:12.384500
.Models.MUs.product3:613,2020-01-01 03:28:35.647000,2020-01-01 03:33:21.108300,0 days 00:04:45.461300
.Models.MUs.product3:614,2020-01-01 03:29:04.839300,2020-01-01 03:33:26.076000,0 days 00:04:21.236700
.Models.MUs.product3:615,2020-01-01 03:29:08.595000,2020-01-01 03:33:33.306100,0 days 00:04:24.711100
.Models.MUs.product3:616,2020-01-01 03:29:26.979500,2020-01-01 03:33:35.994200,0 days 00:04:09.014700
.Models.MUs.product3:617,2020-01-01 03:29:54.953300,2020-01-01 03:34:43.414000,0 days 00:04:48.460700
.Models.MUs.product3:618,2020-01-01 03:30:39.845100,2020-01-01 03:35:23.414000,0 days 00:04:43.568900
.Models.MUs.product3:619,2020-01-01 03:30:57.513500,2020-01-01 03:35:44.451500,0 days 00:04:46.938000
.Models.MUs.product3:620,2020-01-01 03:31:00.440800,2020-01-01 03:35:43.848800,0 days 00:04:43.408000
.Models.MUs.product3:621,2020-01-01 03:31:18.417700,2020-01-01 03:36:00.515500,0 days 00:04:42.097800
.Models.MUs.product3:622,2020-01-01 03:31:50.209700,2020-01-01 03:36:23.769700,0 days 00:04:33.560000
.Models.MUs.product3:623,2020-01-01 03:31:53.153100,2020-01-01 03:37:20.994200,0 days 00:05:27.841100
.Models.MUs.product3:624,2020-01-01 03:32:00.512100,2020-01-01 03:36:43.980600,0 days 00:04:43.468500
.Models.MUs.product3:625,2020-01-01 03:33:27.064000,2020-01-01 03:37:55.306700,0 days 00:04:28.242700
.Models.MUs.product3:626,2020-01-01 03:33:43.604800,2020-01-01 03:39:50.994200,0 days 00:06:07.389400
.Models.MUs.product3:627,2020-01-01 03:33:59.844700,2020-01-01 03:39:27.590700,0 days 00:05:27.746000
.Models.MUs.product3:628,2020-01-01 03:34:02.138000,2020-01-01 03:39:50.994200,0 days 00:05:48.856200
.Models.MUs.product3:629,2020-01-01 03:34:04.730300,2020-01-01 03:39:08.967400,0 days 00:05:04.237100
.Models.MUs.product3:630,2020-01-01 03:34:25.474300,2020-01-01 03:40:42.363700,0 days 00:06:16.889400
.Models.MUs.product3:631,2020-01-01 03:34:30.613500,2020-01-01 03:38:35.271900,0 days 00:04:04.658400
.Models.MUs.product3:632,2020-01-01 03:34:43.326300,2020-01-01 03:38:45.306700,0 days 00:04:01.980400
.Models.MUs.product3:633,2020-01-01 03:35:13.557300,2020-01-01 03:40:02.363700,0 days 00:04:48.806400
.Models.MUs.product3:634,2020-01-01 03:35:29.837600,2020-01-01 03:40:32.763300,0 days 00:05:02.925700
.Models.MUs.product3:635,2020-01-01 03:35:45.640800,2020-01-01 03:40:48.597400,0 days 00:05:02.956600
.Models.MUs.product3:636,2020-01-01 03:36:06.450300,2020-01-01 03:40:15.264100,0 days 00:04:08.813800
.Models.MUs.product3:637,2020-01-01 03:36:23.632500,2020-01-01 03:40:47.590700,0 days 00:04:23.958200
.Models.MUs.product3:638,2020-01-01 03:36:33.043700,2020-01-01 03:41:05.994200,0 days 00:04:32.950500
.Models.MUs.product3:639,2020-01-01 03:36:54.336900,2020-01-01 03:41:05.994200,0 days 00:04:11.657300
.Models.MUs.product3:640,2020-01-01 03:37:09.005200,2020-01-01 03:42:20.994200,0 days 00:05:11.989000
.Models.MUs.product3:641,2020-01-01 03:37:33.265600,2020-01-01 03:42:11.322000,0 days 00:04:38.056400
.Models.MUs.product3:642,2020-01-01 03:37:38.099700,2020-01-01 03:43:35.994200,0 days 00:05:57.894500
.Models.MUs.product3:643,2020-01-01 03:38:12.123600,2020-01-01 03:43:11.551900,0 days 00:04:59.428300
.Models.MUs.product3:644,2020-01-01 03:38:20.793600,2020-01-01 03:43:27.730600,0 days 00:05:06.937000
.Models.MUs.product3:645,2020-01-01 03:38:27.752700,2020-01-01 03:42:47.730600,0 days 00:04:19.977900
.Models.MUs.product3:646,2020-01-01 03:39:16.793600,2020-01-01 03:45:32.763300,0 days 00:06:15.969700
.Models.MUs.product3:647,2020-01-01 03:39:42.336500,2020-01-01 03:44:32.614200,0 days 00:04:50.277700
.Models.MUs.product3:648,2020-01-01 03:39:49.621800,2020-01-01 03:44:50.994200,0 days 00:05:01.372400
.Models.MUs.product3:649,2020-01-01 03:40:26.882300,2020-01-01 03:44:50.994200,0 days 00:04:24.111900
.Models.MUs.product3:650,2020-01-01 03:40:34.198000,2020-01-01 03:44:29.701600,0 days 00:03:55.503600
.Models.MUs.product3:651,2020-01-01 03:40:36.142900,2020-01-01 03:44:57.391900,0 days 00:04:21.249000
.Models.MUs.product3:652,2020-01-01 03:40:46.389800,2020-01-01 03:45:32.763300,0 days 00:04:46.373500
.Models.MUs.product3:653,2020-01-01 03:40:49.501200,2020-01-01 03:46:06.576900,0 days 00:05:17.075700
.Models.MUs.product3:654,2020-01-01 03:41:05.359300,2020-01-01 03:46:47.763300,0 days 00:05:42.404000
.Models.MUs.product3:655,2020-01-01 03:42:05.747600,2020-01-01 03:47:26.576900,0 days 00:05:20.829300
.Models.MUs.product3:656,2020-01-01 03:42:30.225200,2020-01-01 03:48:35.994200,0 days 00:06:05.769000
.Models.MUs.product3:657,2020-01-01 03:42:40.968000,2020-01-01 03:48:02.763300,0 days 00:05:21.795300
.Models.MUs.product3:658,2020-01-01 03:43:19.753100,2020-01-01 03:48:42.497200,0 days 00:05:22.744100
.Models.MUs.product3:659,2020-01-01 03:43:30.020700,2020-01-01 03:49:17.763300,0 days 00:05:47.742600
.Models.MUs.product3:660,2020-01-01 03:43:34.702600,2020-01-01 03:48:05.887600,0 days 00:04:31.185000
.Models.MUs.product3:661,2020-01-01 03:43:36.868200,2020-01-01 03:48:48.867900,0 days 00:05:11.999700
.Models.MUs.product3:662,2020-01-01 03:43:50.116700,2020-01-01 03:47:44.112800,0 days 00:03:53.996100
.Models.MUs.product3:663,2020-01-01 03:43:51.864900,2020-01-01 03:47:40.627700,0 days 00:03:48.762800
.Models.MUs.product3:664,2020-01-01 03:44:10.248200,2020-01-01 03:49:17.763300,0 days 00:05:07.515100
.Models.MUs.product3:665,2020-01-01 03:44:12.819200,2020-01-01 03:48:08.867900,0 days 00:03:56.048700
.Models.MUs.product3:666,2020-01-01 03:44:18.941900,2020-01-01 03:50:43.025000,0 days 00:06:24.083100
.Models.MUs.product3:667,2020-01-01 03:44:29.297000,2020-01-01 03:49:17.763300,0 days 00:04:48.466300
.Models.MUs.product3:668,2020-01-01 03:44:47.739900,2020-01-01 03:49:49.598800,0 days 00:05:01.858900
.Models.MUs.product3:669,2020-01-01 03:45:07.368900,2020-01-01 03:49:28.867900,0 days 00:04:21.499000
.Models.MUs.product3:670,2020-01-01 03:46:37.586000,2020-01-01 03:50:39.598800,0 days 00:04:02.012800
.Models.MUs.product3:671,2020-01-01 03:46:48.758500,2020-01-01 03:50:35.861900,0 days 00:03:47.103400
.Models.MUs.product3:672,2020-01-01 03:48:24.394900,2020-01-01 03:53:57.633800,0 days 00:05:33.238900
.Models.MUs.product3:673,2020-01-01 03:49:04.002800,2020-01-01 03:52:38.403400,0 days 00:03:34.400600
.Models.MUs.product3:674,2020-01-01 03:50:13.127100,2020-01-01 03:55:10.297500,0 days 00:04:57.170400
.Models.MUs.product3:675,2020-01-01 03:50:31.986900,2020-01-01 03:54:19.824400,0 days 00:03:47.837500
.Models.MUs.product3:676,2020-01-01 03:50:44.074900,2020-01-01 03:56:02.402800,0 days 00:05:18.327900
.Models.MUs.product3:677,2020-01-01 03:50:44.690700,2020-01-01 03:56:49.824400,0 days 00:06:05.133700
.Models.MUs.product3:678,2020-01-01 03:50:45.309600,2020-01-01 03:55:22.402800,0 days 00:04:37.093200
.Models.MUs.product3:679,2020-01-01 03:50:58.079300,2020-01-01 03:56:49.824400,0 days 00:05:51.745100
.Models.MUs.product3:680,2020-01-01 03:51:02.412900,2020-01-01 03:56:49.824400,0 days 00:05:47.411500
.Models.MUs.product3:681,2020-01-01 03:51:09.866100,2020-01-01 03:56:42.402800,0 days 00:05:32.536700
.Models.MUs.product3:682,2020-01-01 03:51:24.485700,2020-01-01 03:56:49.824400,0 days 00:05:25.338700
.Models.MUs.product3:683,2020-01-01 03:51:28.336800,2020-01-01 03:56:30.297500,0 days 00:05:01.960700
.Models.MUs.product3:684,2020-01-01 03:51:49.165600,2020-01-01 03:57:49.405900,0 days 00:06:00.240300
.Models.MUs.product3:685,2020-01-01 03:53:01.545900,2020-01-01 03:57:50.297500,0 days 00:04:48.751600
.Models.MUs.product3:686,2020-01-01 03:53:28.831200,2020-01-01 03:58:30.297500,0 days 00:05:01.466300
.Models.MUs.product3:687,2020-01-01 03:53:36.746800,2020-01-01 03:57:54.974700,0 days 00:04:18.227900
.Models.MUs.product3:688,2020-01-01 03:53:46.974300,2020-01-01 03:58:36.332000,0 days 00:04:49.357700
.Models.MUs.product3:689,2020-01-01 03:54:03.797600,2020-01-01 03:58:09.660600,0 days 00:04:05.863000
.Models.MUs.product3:690,2020-01-01 03:54:09.808400,2020-01-01 03:59:53.178400,0 days 00:05:43.370000
.Models.MUs.product3:691,2020-01-01 03:54:35.816900,2020-01-01 03:59:03.178400,0 days 00:04:27.361500
.Models.MUs.product3:692,2020-01-01 03:54:50.571600,2020-01-01 04:00:30.297500,0 days 00:05:39.725900
.Models.MUs.product3:693,2020-01-01 03:55:04.960300,2020-01-01 03:59:11.647900,0 days 00:04:06.687600
.Models.MUs.product3:694,2020-01-01 03:55:06.396400,2020-01-01 04:01:34.405900,0 days 00:06:28.009500
.Models.MUs.product3:695,2020-01-01 03:55:38.831500,2020-01-01 04:00:01.423400,0 days 00:04:22.591900
.Models.MUs.product3:696,2020-01-01 03:55:47.804800,2020-01-01 04:00:34.756700,0 days 00:04:46.951900
.Models.MUs.product3:697,2020-01-01 03:57:34.829100,2020-01-01 04:01:46.017000,0 days 00:04:11.187900
.Models.MUs.product3:698,2020-01-01 03:58:35.018000,2020-01-01 04:03:51.671400,0 days 00:05:16.653400
.Models.MUs.product3:699,2020-01-01 03:58:49.792000,2020-01-01 04:04:02.435900,0 days 00:05:12.643900
.Models.MUs.product3:700,2020-01-01 03:59:19.238400,2020-01-01 04:03:07.854300,0 days 00:03:48.615900
.Models.MUs.product3:701,2020-01-01 03:59:25.222000,2020-01-01 04:03:29.160000,0 days 00:04:03.938000
.Models.MUs.product3:702,2020-01-01 04:00:01.802200,2020-01-01 04:05:04.610000,0 days 00:05:02.807800
