case_id,min,max,duration
.Models.MUs.product1:3358,2020-01-01 09:40:21.106500,2020-01-01 09:45:10.909400,0 days 00:04:49.802900
.Models.MUs.product1:3359,2020-01-01 09:40:22.068800,2020-01-01 09:43:06.651000,0 days 00:02:44.582200
.Models.MUs.product1:3360,2020-01-01 09:40:32.074700,2020-01-01 09:44:12.479300,0 days 00:03:40.404600
.Models.MUs.product1:3361,2020-01-01 09:40:38.900800,2020-01-01 09:45:06.651000,0 days 00:04:27.750200
.Models.MUs.product1:3362,2020-01-01 09:40:48.801100,2020-01-01 09:43:36.284100,0 days 00:02:47.483000
.Models.MUs.product1:3363,2020-01-01 09:40:56.553200,2020-01-01 09:44:39.215100,0 days 00:03:42.661900
.Models.MUs.product1:3364,2020-01-01 09:40:58.654500,2020-01-01 09:45:48.667500,0 days 00:04:50.013000
.Models.MUs.product1:3365,2020-01-01 09:41:01.909200,2020-01-01 09:44:38.010600,0 days 00:03:36.101400
.Models.MUs.product1:3366,2020-01-01 09:41:02.811300,2020-01-01 09:43:37.325400,0 days 00:02:34.514100
.Models.MUs.product1:3367,2020-01-01 09:41:26.998200,2020-01-01 09:45:27.576000,0 days 00:04:00.577800
.Models.MUs.product1:3368,2020-01-01 09:41:32.833000,2020-01-01 09:45:54.215100,0 days 00:04:21.382100
.Models.MUs.product1:3369,2020-01-01 09:41:33.339100,2020-01-01 09:44:58.876100,0 days 00:03:25.537000
.Models.MUs.product1:3370,2020-01-01 09:41:56.310300,2020-01-01 09:45:46.275300,0 days 00:03:49.965000
.Models.MUs.product1:3371,2020-01-01 09:42:08.611700,2020-01-01 09:46:26.651000,0 days 00:04:18.039300
.Models.MUs.product1:3372,2020-01-01 09:42:21.115600,2020-01-01 09:46:13.186400,0 days 00:03:52.070800
.Models.MUs.product1:3373,2020-01-01 09:42:22.445900,2020-01-01 09:46:17.965900,0 days 00:03:55.520000
.Models.MUs.product1:3374,2020-01-01 09:42:26.018100,2020-01-01 09:45:26.791800,0 days 00:03:00.773700
.Models.MUs.product1:3375,2020-01-01 09:42:30.152900,2020-01-01 09:46:13.186400,0 days 00:03:43.033500
.Models.MUs.product1:3376,2020-01-01 09:42:33.076100,2020-01-01 09:45:46.651000,0 days 00:03:13.574900
.Models.MUs.product1:3377,2020-01-01 09:42:38.122000,2020-01-01 09:46:01.299200,0 days 00:03:23.177200
.Models.MUs.product1:3378,2020-01-01 09:42:56.552400,2020-01-01 09:46:07.049600,0 days 00:03:10.497200
.Models.MUs.product1:3379,2020-01-01 09:42:59.407300,2020-01-01 09:47:11.672100,0 days 00:04:12.264800
.Models.MUs.product1:3380,2020-01-01 09:43:06.916200,2020-01-01 09:47:15.207400,0 days 00:04:08.291200
.Models.MUs.product1:3381,2020-01-01 09:43:07.317300,2020-01-01 09:46:26.651000,0 days 00:03:19.333700
.Models.MUs.product1:3382,2020-01-01 09:43:47.386400,2020-01-01 09:48:01.627100,0 days 00:04:14.240700
.Models.MUs.product1:3383,2020-01-01 09:43:52.068400,2020-01-01 09:47:46.243900,0 days 00:03:54.175500
.Models.MUs.product1:3384,2020-01-01 09:43:59.706600,2020-01-01 09:46:48.942400,0 days 00:02:49.235800
.Models.MUs.product1:3385,2020-01-01 09:44:13.402500,2020-01-01 09:48:48.726900,0 days 00:04:35.324400
.Models.MUs.product1:3386,2020-01-01 09:44:19.431700,2020-01-01 09:48:05.757800,0 days 00:03:46.326100
.Models.MUs.product1:3387,2020-01-01 09:44:24.865700,2020-01-01 09:48:43.186400,0 days 00:04:18.320700
.Models.MUs.product1:3388,2020-01-01 09:44:25.213500,2020-01-01 09:48:41.627100,0 days 00:04:16.413600
.Models.MUs.product1:3389,2020-01-01 09:44:25.682800,2020-01-01 09:47:31.217700,0 days 00:03:05.534900
.Models.MUs.product1:3390,2020-01-01 09:44:27.588400,2020-01-01 09:48:24.215100,0 days 00:03:56.626700
.Models.MUs.product1:3391,2020-01-01 09:45:11.881700,2020-01-01 09:48:36.001400,0 days 00:03:24.119700
.Models.MUs.product1:3392,2020-01-01 09:45:13.345100,2020-01-01 09:49:39.215100,0 days 00:04:25.870000
.Models.MUs.product1:3393,2020-01-01 09:45:15.337200,2020-01-01 09:48:47.337600,0 days 00:03:32.000400
.Models.MUs.product1:3394,2020-01-01 09:45:17.141000,2020-01-01 09:49:12.611100,0 days 00:03:55.470100
.Models.MUs.product1:3395,2020-01-01 09:45:17.291900,2020-01-01 09:48:42.254100,0 days 00:03:24.962200
.Models.MUs.product1:3396,2020-01-01 09:45:19.492000,2020-01-01 09:49:58.186400,0 days 00:04:38.694400
.Models.MUs.product1:3397,2020-01-01 09:45:22.911200,2020-01-01 09:48:30.670900,0 days 00:03:07.759700
.Models.MUs.product1:3398,2020-01-01 09:45:23.748600,2020-01-01 09:48:52.668000,0 days 00:03:28.919400
.Models.MUs.product1:3399,2020-01-01 09:45:28.275500,2020-01-01 09:49:21.627100,0 days 00:03:53.351600
.Models.MUs.product1:3400,2020-01-01 09:45:43.585400,2020-01-01 09:49:39.215100,0 days 00:03:55.629700
.Models.MUs.product1:3401,2020-01-01 09:45:50.284000,2020-01-01 09:49:18.495400,0 days 00:03:28.211400
.Models.MUs.product1:3402,2020-01-01 09:45:59.993500,2020-01-01 09:50:01.627100,0 days 00:04:01.633600
.Models.MUs.product1:3403,2020-01-01 09:46:10.517300,2020-01-01 09:50:54.215100,0 days 00:04:43.697800
.Models.MUs.product1:3404,2020-01-01 09:46:11.862200,2020-01-01 09:49:58.186400,0 days 00:03:46.324200
.Models.MUs.product1:3405,2020-01-01 09:46:17.697500,2020-01-01 09:49:22.254100,0 days 00:03:04.556600
.Models.MUs.product1:3406,2020-01-01 09:46:25.144900,2020-01-01 09:49:58.186400,0 days 00:03:33.041500
.Models.MUs.product1:3407,2020-01-01 09:46:41.854800,2020-01-01 09:49:51.828800,0 days 00:03:09.974000
.Models.MUs.product1:3408,2020-01-01 09:47:08.050200,2020-01-01 09:50:26.912600,0 days 00:03:18.862400
.Models.MUs.product1:3409,2020-01-01 09:47:08.144400,2020-01-01 09:50:42.436200,0 days 00:03:34.291800
.Models.MUs.product1:3410,2020-01-01 09:47:17.114600,2020-01-01 09:50:58.495400,0 days 00:03:41.380800
.Models.MUs.product1:3411,2020-01-01 09:47:22.560000,2020-01-01 09:50:41.820000,0 days 00:03:19.260000
.Models.MUs.product1:3412,2020-01-01 09:47:23.591700,2020-01-01 09:51:21.627100,0 days 00:03:58.035400
.Models.MUs.product1:3413,2020-01-01 09:47:30.862700,2020-01-01 09:51:13.186400,0 days 00:03:42.323700
.Models.MUs.product1:3414,2020-01-01 09:47:30.871500,2020-01-01 09:50:41.627100,0 days 00:03:10.755600
.Models.MUs.product1:3415,2020-01-01 09:47:32.374000,2020-01-01 09:51:22.436200,0 days 00:03:50.062200
.Models.MUs.product1:3416,2020-01-01 09:47:42.043200,2020-01-01 09:52:09.215100,0 days 00:04:27.171900
.Models.MUs.product1:3417,2020-01-01 09:47:57.604500,2020-01-01 09:52:28.186400,0 days 00:04:30.581900
.Models.MUs.product1:3418,2020-01-01 09:48:00.987300,2020-01-01 09:51:21.627100,0 days 00:03:20.639800
.Models.MUs.product1:3419,2020-01-01 09:48:01.415700,2020-01-01 09:52:09.215100,0 days 00:04:07.799400
.Models.MUs.product1:3420,2020-01-01 09:48:14.927500,2020-01-01 09:51:16.912600,0 days 00:03:01.985100
.Models.MUs.product1:3421,2020-01-01 09:48:16.457400,2020-01-01 09:51:33.579200,0 days 00:03:17.121800
.Models.MUs.product1:3422,2020-01-01 09:48:21.917000,2020-01-01 09:51:21.627100,0 days 00:02:59.710100
.Models.MUs.product1:3423,2020-01-01 09:48:22.581300,2020-01-01 09:51:53.516700,0 days 00:03:30.935400
.Models.MUs.product1:3424,2020-01-01 09:48:24.038000,2020-01-01 09:52:03.022000,0 days 00:03:38.984000
.Models.MUs.product1:3425,2020-01-01 09:48:28.183300,2020-01-01 09:52:09.215100,0 days 00:03:41.031800
.Models.MUs.product1:3426,2020-01-01 09:49:00.719200,2020-01-01 09:52:01.627100,0 days 00:03:00.907900
.Models.MUs.product1:3427,2020-01-01 09:49:01.421600,2020-01-01 09:51:19.930500,0 days 00:02:18.508900
.Models.MUs.product1:3428,2020-01-01 09:49:09.571600,2020-01-01 09:52:10.333100,0 days 00:03:00.761500
.Models.MUs.product1:3429,2020-01-01 09:49:21.767600,2020-01-01 09:52:05.900300,0 days 00:02:44.132700
.Models.MUs.product1:3430,2020-01-01 09:49:23.648500,2020-01-01 09:53:33.341600,0 days 00:04:09.693100
.Models.MUs.product1:3431,2020-01-01 09:49:31.343100,2020-01-01 09:53:43.186400,0 days 00:04:11.843300
.Models.MUs.product1:3432,2020-01-01 09:49:31.922400,2020-01-01 09:53:43.186400,0 days 00:04:11.264000
.Models.MUs.product1:3433,2020-01-01 09:49:32.969400,2020-01-01 09:52:20.287500,0 days 00:02:47.318100
.Models.MUs.product1:3434,2020-01-01 09:50:15.605400,2020-01-01 09:55:38.513400,0 days 00:05:22.908000
.Models.MUs.product1:3435,2020-01-01 09:50:16.013300,2020-01-01 09:53:43.186400,0 days 00:03:27.173100
.Models.MUs.product1:3436,2020-01-01 09:50:16.996000,2020-01-01 09:55:03.829000,0 days 00:04:46.833000
.Models.MUs.product1:3437,2020-01-01 09:50:32.235200,2020-01-01 09:54:36.119200,0 days 00:04:03.884000
.Models.MUs.product1:3438,2020-01-01 09:51:10.259500,2020-01-01 09:55:42.390700,0 days 00:04:32.131200
.Models.MUs.product1:3439,2020-01-01 09:51:10.496200,2020-01-01 09:55:02.390700,0 days 00:03:51.894500
.Models.MUs.product1:3440,2020-01-01 09:51:16.499500,2020-01-01 09:55:18.808000,0 days 00:04:02.308500
.Models.MUs.product1:3441,2020-01-01 09:51:42.975500,2020-01-01 09:56:13.186400,0 days 00:04:30.210900
.Models.MUs.product1:3442,2020-01-01 09:51:43.427600,2020-01-01 09:55:09.452600,0 days 00:03:26.025000
.Models.MUs.product1:3443,2020-01-01 09:52:01.514000,2020-01-01 09:55:47.625900,0 days 00:03:46.111900
.Models.MUs.product1:3444,2020-01-01 09:52:03.080600,2020-01-01 09:56:18.829000,0 days 00:04:15.748400
.Models.MUs.product1:3445,2020-01-01 09:52:07.261600,2020-01-01 09:54:52.785900,0 days 00:02:45.524300
.Models.MUs.product1:3446,2020-01-01 09:52:09.643400,2020-01-01 09:56:22.390700,0 days 00:04:12.747300
.Models.MUs.product1:3447,2020-01-01 09:52:16.431400,2020-01-01 09:55:41.176300,0 days 00:03:24.744900
.Models.MUs.product1:3448,2020-01-01 09:52:28.559900,2020-01-01 09:55:57.843000,0 days 00:03:29.283100
.Models.MUs.product1:3449,2020-01-01 09:52:38.687000,2020-01-01 09:56:31.542800,0 days 00:03:52.855800
.Models.MUs.product1:3450,2020-01-01 09:52:52.347800,2020-01-01 09:56:41.540700,0 days 00:03:49.192900
.Models.MUs.product1:3451,2020-01-01 09:53:06.476400,2020-01-01 09:56:41.149700,0 days 00:03:34.673300
.Models.MUs.product1:3452,2020-01-01 09:53:44.735800,2020-01-01 09:56:57.941100,0 days 00:03:13.205300
.Models.MUs.product1:3453,2020-01-01 09:54:04.347300,2020-01-01 09:58:28.037100,0 days 00:04:23.689800
.Models.MUs.product1:3454,2020-01-01 09:54:11.304800,2020-01-01 09:57:16.226000,0 days 00:03:04.921200
.Models.MUs.product1:3455,2020-01-01 09:54:14.609900,2020-01-01 09:58:57.929100,0 days 00:04:43.319200
.Models.MUs.product1:3456,2020-01-01 09:54:15.959100,2020-01-01 09:57:21.596900,0 days 00:03:05.637800
.Models.MUs.product1:3457,2020-01-01 09:54:21.141500,2020-01-01 09:58:43.186400,0 days 00:04:22.044900
.Models.MUs.product1:3458,2020-01-01 09:54:22.809200,2020-01-01 09:57:56.226000,0 days 00:03:33.416800
.Models.MUs.product1:3459,2020-01-01 09:54:26.433100,2020-01-01 09:58:43.186400,0 days 00:04:16.753300
.Models.MUs.product1:3460,2020-01-01 09:54:29.200200,2020-01-01 09:59:58.186400,0 days 00:05:28.986200
.Models.MUs.product1:3461,2020-01-01 09:54:43.400600,2020-01-01 09:57:26.088400,0 days 00:02:42.687800
.Models.MUs.product1:3462,2020-01-01 09:54:49.551100,2020-01-01 09:58:05.202400,0 days 00:03:15.651300
.Models.MUs.product1:3463,2020-01-01 09:55:08.001000,2020-01-01 09:58:45.297300,0 days 00:03:37.296300
.Models.MUs.product1:3464,2020-01-01 09:55:33.251100,2020-01-01 09:59:58.186400,0 days 00:04:24.935300
.Models.MUs.product1:3465,2020-01-01 09:55:45.162300,2020-01-01 10:00:03.829000,0 days 00:04:18.666700
.Models.MUs.product1:3466,2020-01-01 09:56:18.898100,2020-01-01 10:00:23.635600,0 days 00:04:04.737500
.Models.MUs.product1:3467,2020-01-01 09:56:38.318900,2020-01-01 09:59:43.330100,0 days 00:03:05.011200
.Models.MUs.product1:3468,2020-01-01 09:56:39.685500,2020-01-01 10:00:30.626200,0 days 00:03:50.940700
.Models.MUs.product1:3469,2020-01-01 09:56:41.414800,2020-01-01 09:59:58.186400,0 days 00:03:16.771600
.Models.MUs.product1:3470,2020-01-01 09:57:22.823900,2020-01-01 10:00:48.299400,0 days 00:03:25.475500
.Models.MUs.product1:3471,2020-01-01 09:57:32.548400,2020-01-01 10:00:40.234600,0 days 00:03:07.686200
.Models.MUs.product1:3472,2020-01-01 09:57:40.871000,2020-01-01 10:01:29.887900,0 days 00:03:49.016900
.Models.MUs.product1:3473,2020-01-01 09:57:42.025900,2020-01-01 10:02:28.186400,0 days 00:04:46.160500
.Models.MUs.product1:3474,2020-01-01 09:57:42.653500,2020-01-01 10:02:28.186400,0 days 00:04:45.532900
.Models.MUs.product1:3475,2020-01-01 09:57:48.877000,2020-01-01 10:01:18.829000,0 days 00:03:29.952000
.Models.MUs.product1:3476,2020-01-01 09:58:02.668000,2020-01-01 10:02:33.829000,0 days 00:04:31.161000
.Models.MUs.product1:3477,2020-01-01 09:58:13.549700,2020-01-01 10:02:40.981000,0 days 00:04:27.431300
.Models.MUs.product1:3478,2020-01-01 09:58:19.019400,2020-01-01 10:03:51.572300,0 days 00:05:32.552900
.Models.MUs.product1:3479,2020-01-01 09:58:19.591000,2020-01-01 10:03:22.540600,0 days 00:05:02.949600
.Models.MUs.product1:3480,2020-01-01 09:58:39.377700,2020-01-01 10:02:04.886700,0 days 00:03:25.509000
.Models.MUs.product1:3481,2020-01-01 09:58:42.827800,2020-01-01 10:01:24.841700,0 days 00:02:42.013900
.Models.MUs.product1:3482,2020-01-01 09:58:42.957400,2020-01-01 10:02:42.540600,0 days 00:03:59.583200
.Models.MUs.product1:3483,2020-01-01 09:58:43.024200,2020-01-01 10:02:31.468600,0 days 00:03:48.444400
.Models.MUs.product1:3484,2020-01-01 09:58:49.289000,2020-01-01 10:02:24.314300,0 days 00:03:35.025300
.Models.MUs.product1:3485,2020-01-01 09:58:51.702600,2020-01-01 10:01:48.524700,0 days 00:02:56.822100
.Models.MUs.product1:3486,2020-01-01 09:58:51.749100,2020-01-01 10:03:00.147400,0 days 00:04:08.398300
.Models.MUs.product1:3487,2020-01-01 09:59:01.426000,2020-01-01 10:02:21.553300,0 days 00:03:20.127300
.Models.MUs.product1:3488,2020-01-01 10:00:48.113600,2020-01-01 10:04:31.500700,0 days 00:03:43.387100
.Models.MUs.product1:3489,2020-01-01 10:00:54.236600,2020-01-01 10:04:48.167400,0 days 00:03:53.930800
.Models.MUs.product1:3490,2020-01-01 10:01:16.248600,2020-01-01 10:03:56.494300,0 days 00:02:40.245700
.Models.MUs.product1:3491,2020-01-01 10:01:44.925600,2020-01-01 10:06:24.409100,0 days 00:04:39.483500
.Models.MUs.product1:3492,2020-01-01 10:01:51.349700,2020-01-01 10:06:24.409100,0 days 00:04:33.059400
.Models.MUs.product1:3493,2020-01-01 10:01:57.688500,2020-01-01 10:06:02.540600,0 days 00:04:04.852100
.Models.MUs.product1:3494,2020-01-01 10:02:01.348500,2020-01-01 10:05:09.409100,0 days 00:03:08.060600
.Models.MUs.product1:3495,2020-01-01 10:02:02.987800,2020-01-01 10:06:21.572300,0 days 00:04:18.584500
.Models.MUs.product1:3496,2020-01-01 10:02:21.568000,2020-01-01 10:06:20.183700,0 days 00:03:58.615700
.Models.MUs.product1:3497,2020-01-01 10:02:54.875000,2020-01-01 10:07:39.409100,0 days 00:04:44.534100
.Models.MUs.product1:3498,2020-01-01 10:03:01.700600,2020-01-01 10:06:45.347300,0 days 00:03:43.646700
.Models.MUs.product1:3499,2020-01-01 10:03:20.079000,2020-01-01 10:06:33.529600,0 days 00:03:13.450600
.Models.MUs.product1:3500,2020-01-01 10:03:26.133600,2020-01-01 10:06:43.264200,0 days 00:03:17.130600
.Models.MUs.product1:3501,2020-01-01 10:03:28.148500,2020-01-01 10:07:36.572300,0 days 00:04:08.423800
.Models.MUs.product1:3502,2020-01-01 10:03:37.514300,2020-01-01 10:06:49.185200,0 days 00:03:11.670900
.Models.MUs.product1:3503,2020-01-01 10:03:37.702000,2020-01-01 10:07:29.185200,0 days 00:03:51.483200
.Models.MUs.product1:3504,2020-01-01 10:04:02.883700,2020-01-01 10:07:48.508500,0 days 00:03:45.624800
.Models.MUs.product1:3505,2020-01-01 10:04:17.598200,2020-01-01 10:08:49.185200,0 days 00:04:31.587000
.Models.MUs.product1:3506,2020-01-01 10:04:24.756000,2020-01-01 10:07:39.409100,0 days 00:03:14.653100
.Models.MUs.product1:3507,2020-01-01 10:05:31.461000,2020-01-01 10:09:01.093100,0 days 00:03:29.632100
.Models.MUs.product1:3508,2020-01-01 10:05:40.033600,2020-01-01 10:09:29.185200,0 days 00:03:49.151600
.Models.MUs.product1:3509,2020-01-01 10:05:46.389600,2020-01-01 10:10:22.212700,0 days 00:04:35.823100
.Models.MUs.product1:3510,2020-01-01 10:05:49.402000,2020-01-01 10:10:09.409100,0 days 00:04:20.007100
.Models.MUs.product1:3511,2020-01-01 10:05:55.330300,2020-01-01 10:09:23.072500,0 days 00:03:27.742200
.Models.MUs.product1:3512,2020-01-01 10:05:58.537700,2020-01-01 10:08:41.443500,0 days 00:02:42.905800
.Models.MUs.product1:3513,2020-01-01 10:06:05.579300,2020-01-01 10:09:29.185200,0 days 00:03:23.605900
.Models.MUs.product1:3514,2020-01-01 10:06:15.751500,2020-01-01 10:09:47.035900,0 days 00:03:31.284400
.Models.MUs.product1:3515,2020-01-01 10:06:31.851000,2020-01-01 10:09:35.617800,0 days 00:03:03.766800
.Models.MUs.product1:3516,2020-01-01 10:06:45.917300,2020-01-01 10:10:09.409100,0 days 00:03:23.491800
.Models.MUs.product1:3517,2020-01-01 10:07:05.877700,2020-01-01 10:10:16.483300,0 days 00:03:10.605600
.Models.MUs.product1:3518,2020-01-01 10:07:11.773400,2020-01-01 10:11:44.460700,0 days 00:04:32.687300
.Models.MUs.product1:3519,2020-01-01 10:07:20.487500,2020-01-01 10:10:09.409100,0 days 00:02:48.921600
.Models.MUs.product1:3520,2020-01-01 10:07:28.797500,2020-01-01 10:11:44.460700,0 days 00:04:15.663200
.Models.MUs.product1:3521,2020-01-01 10:07:30.479800,2020-01-01 10:10:53.465500,0 days 00:03:22.985700
.Models.MUs.product1:3522,2020-01-01 10:07:53.037100,2020-01-01 10:10:40.295500,0 days 00:02:47.258400
.Models.MUs.product1:3523,2020-01-01 10:08:08.663400,2020-01-01 10:11:32.720000,0 days 00:03:24.056600
.Models.MUs.product1:3524,2020-01-01 10:08:21.664200,2020-01-01 10:13:07.865600,0 days 00:04:46.201400
.Models.MUs.product1:3525,2020-01-01 10:08:23.982400,2020-01-01 10:11:26.725800,0 days 00:03:02.743400
.Models.MUs.product1:3526,2020-01-01 10:08:26.623800,2020-01-01 10:12:22.253300,0 days 00:03:55.629500
.Models.MUs.product1:3527,2020-01-01 10:08:31.913000,2020-01-01 10:12:00.059100,0 days 00:03:28.146100
.Models.MUs.product1:3528,2020-01-01 10:08:36.553000,2020-01-01 10:12:08.229400,0 days 00:03:31.676400
.Models.MUs.product1:3529,2020-01-01 10:08:38.486600,2020-01-01 10:13:07.865600,0 days 00:04:29.379000
.Models.MUs.product1:3530,2020-01-01 10:08:54.754100,2020-01-01 10:12:59.460700,0 days 00:04:04.706600
.Models.MUs.product1:3531,2020-01-01 10:09:13.166300,2020-01-01 10:13:02.253300,0 days 00:03:49.087000
.Models.MUs.product1:3532,2020-01-01 10:09:16.279300,2020-01-01 10:13:44.026300,0 days 00:04:27.747000
.Models.MUs.product1:3533,2020-01-01 10:09:31.727600,2020-01-01 10:12:52.720000,0 days 00:03:20.992400
.Models.MUs.product1:3534,2020-01-01 10:09:32.422700,2020-01-01 10:12:40.674600,0 days 00:03:08.251900
.Models.MUs.product1:3535,2020-01-01 10:09:36.137300,2020-01-01 10:13:48.531100,0 days 00:04:12.393800
.Models.MUs.product1:3536,2020-01-01 10:09:39.640000,2020-01-01 10:14:11.367100,0 days 00:04:31.727100
.Models.MUs.product1:3537,2020-01-01 10:09:50.532300,2020-01-01 10:12:57.341300,0 days 00:03:06.809000
.Models.MUs.product1:3538,2020-01-01 10:09:52.143200,2020-01-01 10:12:58.229400,0 days 00:03:06.086200
.Models.MUs.product1:3539,2020-01-01 10:09:54.086900,2020-01-01 10:14:22.865600,0 days 00:04:28.778700
.Models.MUs.product1:3540,2020-01-01 10:09:59.800600,2020-01-01 10:13:40.837800,0 days 00:03:41.037200
.Models.MUs.product1:3541,2020-01-01 10:10:07.103000,2020-01-01 10:13:27.359600,0 days 00:03:20.256600
.Models.MUs.product1:3542,2020-01-01 10:10:11.460900,2020-01-01 10:13:14.007900,0 days 00:03:02.547000
.Models.MUs.product1:3543,2020-01-01 10:10:12.990400,2020-01-01 10:13:14.896100,0 days 00:03:01.905700
.Models.MUs.product1:3544,2020-01-01 10:10:25.337300,2020-01-01 10:15:29.460700,0 days 00:05:04.123400
.Models.MUs.product1:3545,2020-01-01 10:10:29.893800,2020-01-01 10:12:52.085600,0 days 00:02:22.191800
.Models.MUs.product1:3546,2020-01-01 10:10:38.827400,2020-01-01 10:14:03.436900,0 days 00:03:24.609500
.Models.MUs.product1:3547,2020-01-01 10:10:47.796200,2020-01-01 10:15:29.460700,0 days 00:04:41.664500
.Models.MUs.product1:3548,2020-01-01 10:10:52.652200,2020-01-01 10:14:12.720000,0 days 00:03:20.067800
.Models.MUs.product1:3549,2020-01-01 10:10:54.498700,2020-01-01 10:14:22.253300,0 days 00:03:27.754600
.Models.MUs.product1:3550,2020-01-01 10:11:29.785900,2020-01-01 10:15:10.319400,0 days 00:03:40.533500
.Models.MUs.product1:3551,2020-01-01 10:11:34.738000,2020-01-01 10:15:29.460700,0 days 00:03:54.722700
.Models.MUs.product1:3552,2020-01-01 10:11:59.947000,2020-01-01 10:15:39.936600,0 days 00:03:39.989600
.Models.MUs.product1:3553,2020-01-01 10:12:06.495000,2020-01-01 10:16:13.264400,0 days 00:04:06.769400
.Models.MUs.product1:3554,2020-01-01 10:12:06.830700,2020-01-01 10:14:28.033800,0 days 00:02:21.203100
.Models.MUs.product1:3555,2020-01-01 10:12:15.834900,2020-01-01 10:15:55.983200,0 days 00:03:40.148300
.Models.MUs.product1:3556,2020-01-01 10:12:17.696600,2020-01-01 10:17:10.319400,0 days 00:04:52.622800
.Models.MUs.product1:3557,2020-01-01 10:12:27.681100,2020-01-01 10:15:44.134200,0 days 00:03:16.453100
.Models.MUs.product1:3558,2020-01-01 10:12:28.356500,2020-01-01 10:16:38.741100,0 days 00:04:10.384600
.Models.MUs.product1:3559,2020-01-01 10:12:30.323400,2020-01-01 10:16:44.460700,0 days 00:04:14.137300
.Models.MUs.product1:3560,2020-01-01 10:12:51.030100,2020-01-01 10:15:50.319400,0 days 00:02:59.289300
.Models.MUs.product1:3561,2020-01-01 10:12:59.703600,2020-01-01 10:16:30.308200,0 days 00:03:30.604600
.Models.MUs.product1:3562,2020-01-01 10:13:08.195300,2020-01-01 10:17:18.741100,0 days 00:04:10.545800
.Models.MUs.product1:3563,2020-01-01 10:13:24.934100,2020-01-01 10:16:46.974900,0 days 00:03:22.040800
.Models.MUs.product1:3564,2020-01-01 10:13:47.619200,2020-01-01 10:17:59.460700,0 days 00:04:11.841500
.Models.MUs.product1:3565,2020-01-01 10:13:52.268900,2020-01-01 10:17:58.741100,0 days 00:04:06.472200
.Models.MUs.product1:3566,2020-01-01 10:13:53.776200,2020-01-01 10:16:29.931100,0 days 00:02:36.154900
.Models.MUs.product1:3567,2020-01-01 10:14:05.634600,2020-01-01 10:16:46.597800,0 days 00:02:40.963200
.Models.MUs.product1:3568,2020-01-01 10:14:14.296700,2020-01-01 10:17:03.641600,0 days 00:02:49.344900
.Models.MUs.product1:3569,2020-01-01 10:14:16.117900,2020-01-01 10:17:30.539700,0 days 00:03:14.421800
.Models.MUs.product1:3570,2020-01-01 10:14:20.843100,2020-01-01 10:17:10.179900,0 days 00:02:49.336800
.Models.MUs.product1:3571,2020-01-01 10:14:32.529000,2020-01-01 10:19:22.865600,0 days 00:04:50.336600
.Models.MUs.product1:3572,2020-01-01 10:14:36.384600,2020-01-01 10:19:10.319400,0 days 00:04:33.934800
.Models.MUs.product1:3573,2020-01-01 10:14:36.899900,2020-01-01 10:17:26.846600,0 days 00:02:49.946700
.Models.MUs.product1:3574,2020-01-01 10:14:38.380700,2020-01-01 10:19:31.347800,0 days 00:04:52.967100
.Models.MUs.product1:3575,2020-01-01 10:14:47.798200,2020-01-01 10:18:30.319400,0 days 00:03:42.521200
.Models.MUs.product1:3576,2020-01-01 10:14:49.195700,2020-01-01 10:17:58.741100,0 days 00:03:09.545400
.Models.MUs.product1:3577,2020-01-01 10:14:50.048900,2020-01-01 10:19:22.865600,0 days 00:04:32.816700
.Models.MUs.product1:3578,2020-01-01 10:15:00.732600,2020-01-01 10:19:50.319400,0 days 00:04:49.586800
.Models.MUs.product1:3579,2020-01-01 10:15:04.720100,2020-01-01 10:18:23.392500,0 days 00:03:18.672400
.Models.MUs.product1:3580,2020-01-01 10:15:09.093600,2020-01-01 10:17:32.228000,0 days 00:02:23.134400
.Models.MUs.product1:3581,2020-01-01 10:15:24.213100,2020-01-01 10:19:22.865600,0 days 00:03:58.652500
.Models.MUs.product1:3582,2020-01-01 10:15:33.205000,2020-01-01 10:18:18.655900,0 days 00:02:45.450900
.Models.MUs.product1:3583,2020-01-01 10:15:49.673700,2020-01-01 10:19:18.741100,0 days 00:03:29.067400
.Models.MUs.product1:3584,2020-01-01 10:15:53.857600,2020-01-01 10:19:14.681200,0 days 00:03:20.823600
.Models.MUs.product1:3585,2020-01-01 10:16:06.850000,2020-01-01 10:19:07.411500,0 days 00:03:00.561500
.Models.MUs.product1:3586,2020-01-01 10:16:07.979100,2020-01-01 10:18:55.665300,0 days 00:02:47.686200
.Models.MUs.product1:3587,2020-01-01 10:16:11.104600,2020-01-01 10:19:12.331900,0 days 00:03:01.227300
.Models.MUs.product1:3588,2020-01-01 10:16:25.870300,2020-01-01 10:20:37.865600,0 days 00:04:11.995300
.Models.MUs.product1:3589,2020-01-01 10:16:25.911900,2020-01-01 10:19:10.319400,0 days 00:02:44.407500
.Models.MUs.product1:3590,2020-01-01 10:16:29.932800,2020-01-01 10:19:24.078200,0 days 00:02:54.145400
.Models.MUs.product1:3591,2020-01-01 10:16:35.741500,2020-01-01 10:20:37.865600,0 days 00:04:02.124100
.Models.MUs.product1:3592,2020-01-01 10:16:38.588100,2020-01-01 10:20:14.125300,0 days 00:03:35.537200
.Models.MUs.product1:3593,2020-01-01 10:16:50.414400,2020-01-01 10:19:28.998600,0 days 00:02:38.584200
.Models.MUs.product1:3594,2020-01-01 10:16:52.801700,2020-01-01 10:20:38.741100,0 days 00:03:45.939400
